구분,항공사,편명,출발지,도착지,출발시간,도착시간,운항요일,운항시작기간,운항종료기간,데이터기준일자
도착,제주항공,7C515,부산/김해,제주,17:00,18:00,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,에어부산,BX8173,부산/김해,제주,17:00,18:05,월+토,2024-03-31,2024-10-26,2024-06-19
도착,이스타항공,ZE703,청주,제주,17:00,18:10,월+화+수+목+토+일,2024-03-31,2024-10-26,2024-06-19
도착,제주항공,7C525,부산/김해,제주,17:05,18:05,화+토,2024-03-31,2024-10-26,2024-06-19
도착,대한항공,KE1177,서울/김포,제주,17:05,18:15,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,이스타항공,ZE703,청주,제주,17:05,18:10,금,2024-04-05,2024-10-25,2024-06-19
도착,아시아나항공,OZ8235,청주,제주,17:10,18:20,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,대한항공,KE1725,청주,제주,17:20,18:30,월+화+수+목+금+토+일,2024-03-31,2024-06-30,2024-06-19
도착,대한항공,KE1725,청주,제주,17:20,18:30,월+화+수+목+금+토+일,2024-07-01,2024-10-26,2024-06-19
도착,진에어,LJ473,원주,제주,17:20,18:35,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,티웨이항공,TW727,서울/김포,제주,17:20,18:30,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,진에어,LJ409,청주,제주,17:25,18:30,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,에어부산,BX8135,부산/김해,제주,17:30,18:30,월+화+수+금+토,2024-03-31,2024-10-26,2024-06-19
도착,에어부산,BX8019,서울/김포,제주,17:40,18:55,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,아시아나항공,OZ8937,서울/김포,제주,17:40,18:50,금+일,2024-06-21,2024-06-30,2024-06-19
도착,티웨이항공,TW729,서울/김포,제주,17:40,18:50,화+목+토,2024-03-31,2024-10-26,2024-06-19
도착,대한항공,KE1187,서울/김포,제주,17:50,19:00,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,대한항공,KE1619,광주,제주,17:50,18:45,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,아시아나항공,OZ8973,서울/김포,제주,17:50,19:00,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,이스타항공,ZE303,군산,제주,17:55,18:55,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,에어부산,BX8139,부산/김해,제주,18:00,19:00,월+화+수+목+토+일,2024-03-31,2024-10-26,2024-06-19
도착,아시아나항공,OZ8147,광주,제주,18:00,18:55,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,에어서울,RS907,서울/김포,제주,18:00,19:10,월+화+수+목+금+토+일,2024-05-27,2024-10-26,2024-06-19
도착,에어부산,BX8015,서울/김포,제주,18:05,19:20,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,티웨이항공,TW731,서울/김포,제주,18:10,19:20,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,이스타항공,ZE227,서울/김포,제주,18:10,19:20,월+화+수+목+금+토+일,2024-06-05,2024-10-26,2024-06-19
도착,제주항공,7C135,서울/김포,제주,18:15,19:25,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,에어부산,BX8139,부산/김해,제주,18:15,19:15,금,2024-03-31,2024-10-26,2024-06-19
도착,대한항공,KE1193,서울/김포,제주,18:20,19:30,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,티웨이항공,TW733,서울/김포,제주,18:25,19:35,월+수+금+일,2024-03-31,2024-10-26,2024-06-19
도착,제주항공,7C605,광주,제주,18:30,19:20,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,아시아나항공,OZ8981,서울/김포,제주,18:30,19:40,월+화+수+목+금+토+일,2024-09-01,2024-10-26,2024-06-19
도착,진에어,LJ429,대구,제주,18:35,19:40,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,이스타항공,ZE229,서울/김포,제주,18:35,19:45,화+목+토,2024-06-18,2024-06-29,2024-06-19
도착,이스타항공,ZE229,서울/김포,제주,18:35,19:45,화+목+토,2024-06-30,2024-10-26,2024-06-19
도착,대한항공,KE1575,대구,제주,18:40,19:45,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,에어로케이항공,RF613,청주,제주,18:45,19:50,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,아시아나항공,OZ8983,서울/김포,제주,18:50,20:00,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,제주항공,7C855,청주,제주,18:55,20:10,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,이스타항공,ZE2872,부산/김해,제주,18:55,20:00,월+금,2024-06-28,2024-09-20,2024-06-19
도착,대한항공,KE1209,서울/김포,제주,19:00,20:10,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,진에어,LJ567,부산/김해,제주,19:00,20:00,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,티웨이항공,TW735,서울/김포,제주,19:00,20:10,월+화+수+목+금+토+일,2024-03-31,2024-06-27,2024-06-19
도착,티웨이항공,TW735,서울/김포,제주,19:00,20:10,월+화+수+목+금+토+일,2024-07-02,2024-10-26,2024-06-19
도착,에어부산,BX8023,서울/김포,제주,19:05,20:25,화+금,2024-03-31,2024-10-26,2024-06-19
도착,진에어,LJ513,서울/김포,제주,19:05,20:15,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,아시아나항공,OZ8985,서울/김포,제주,19:05,20:15,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,제주항공,7C137,서울/김포,제주,19:10,20:20,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,아시아나항공,OZ8127,대구,제주,19:10,20:15,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,대한항공,KE1553,부산/김해,제주,19:15,20:15,월+화+수+목+금+토+일,2024-03-31,2024-06-30,2024-06-19
도착,대한항공,KE1553,부산/김해,제주,19:15,20:15,월+화+수+목+금+토+일,2024-07-01,2024-10-26,2024-06-19
도착,진에어,LJ411,청주,제주,19:15,20:25,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,아시아나항공,OZ8981,서울/김포,제주,19:15,20:25,월+화+수+목+금+토+일,2024-06-11,2024-08-31,2024-06-19
도착,제주항공,7C853,청주,제주,19:20,20:30,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,대한항공,KE1211,서울/김포,제주,19:20,20:30,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,이스타항공,ZE231,서울/김포,제주,19:25,20:35,월+화+수+목+금+토+일,2024-06-16,2024-10-26,2024-06-19
도착,제주항공,7C139,서울/김포,제주,19:30,20:40,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,에어부산,BX8131,부산/김해,제주,19:35,20:40,수+토+일,2024-03-31,2024-10-26,2024-06-19
도착,진에어,LJ515,서울/김포,제주,19:35,20:45,수+토,2024-05-08,2024-07-20,2024-06-19
도착,진에어,LJ515,서울/김포,제주,19:35,20:45,수+목+토+일,2024-07-21,2024-10-06,2024-06-19
도착,티웨이항공,TW809,대구,제주,19:35,20:35,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,이스타항공,ZE233,서울/김포,제주,19:45,20:55,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,진에어,LJ457,광주,제주,19:50,20:45,월+화+목+금+일,2024-05-08,2024-09-28,2024-06-19
도착,진에어,LJ457,광주,제주,19:50,20:45,월+화+수+목+금+토+일,2024-09-29,2024-10-26,2024-06-19
도착,제주항공,7C707,대구,제주,20:00,21:10,월+화+수+목+금+토+일,2024-03-31,2024-07-16,2024-06-19
도착,티웨이항공,TW813,대구,제주,20:05,21:05,화+수+목+토+일,2024-06-17,2024-10-25,2024-06-19
도착,티웨이항공,TW813,대구,제주,20:05,21:05,월+화+수+목+금+토+일,2024-10-26,2024-10-26,2024-06-19
도착,티웨이항공,TW813,대구,제주,20:15,21:15,월+금,2024-06-17,2024-10-25,2024-06-19
도착,제주항공,7C141,서울/김포,제주,20:30,21:40,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,대한항공,KE1227,서울/김포,제주,20:30,21:40,월+화+수+목+금+토+일,2024-06-01,2024-10-26,2024-06-19
도착,이스타항공,ZE705,청주,제주,20:35,21:40,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,아시아나항공,OZ8993,서울/김포,제주,20:50,22:00,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
도착,대한항공,KE1561,부산/김해,제주,21:05,22:05,월+화+수+목+금+토+일,2024-03-31,2024-06-30,2024-06-19
도착,대한항공,KE1561,부산/김해,제주,21:05,22:05,월+화+수+목+금+토+일,2024-07-01,2024-10-26,2024-06-19
도착,이스타항공,ZE711,청주,제주,21:05,22:10,월+금,2024-06-28,2024-07-15,2024-06-19
도착,아시아나항공,OZ8995,서울/김포,제주,21:20,22:30,월+화+수+목+금+토+일,2024-03-31,2024-10-26,2024-06-19
